source	ec_number	kcat_value	kcat_value_end	kcat_unit	substrate	organism	uniprot_id	bigg_reaction_ids	bigg_match_basis	substrate_mnx	product_mnx	pH	temperature_C	buffer	cellular_location	sabiork_entry_id	sabiork_reaction_id	kegg_reaction_id	reactome_reaction_id	pubmed_id	parameter.name	param_type	substrate_from_param	parameter.standardDeviation	Product
SABIO-RK	2.4.1.1	38.0		1/s	alpha-D-Glucose 1-phosphate;Maltotetraose	Escherichia coli	P00490	MLTP1;MLTP2;MLTP3	ec:1.00+uniprot:1.00+metabolites:0.17=2.17	MNXM1092277;MNXM9	MNXM1104617;MNXM1364214		30.0	[ -]	[unknown, unknown, unknown, unknown, unknown]	10033	6523			7905479.0	kcat	kcat		1.9E0	Phosphate;Maltopentaose
SABIO-RK	2.4.1.1	73.0		1/s	alpha-2-Deoxyglucose 1-phosphate;Maltotetraose	Escherichia coli	P00490	MLTP1;MLTP2;MLTP3	ec:1.00+uniprot:1.00+metabolites:0.25=2.25	MNXM9	MNXM1104617		30.0	[ -]	[unknown, unknown, unknown, unknown, unknown]	10036	7924			7905479.0	kcat	kcat		3.65E0	alpha-1,4-(2-Deoxyglucosyl)-(glucose)4;Phosphate
SABIO-RK	2.4.1.1	38.0		1/s	Maltotetraose;alpha-D-Glucose 1-phosphate	Escherichia coli	P00490	MLTP1;MLTP2;MLTP3	ec:1.00+uniprot:1.00+metabolites:0.17=2.17	MNXM1092277;MNXM9	MNXM1104617;MNXM1364214		30.0	[ -]	[unknown, unknown, unknown, unknown, unknown]	10039	6523			7905479.0	kcat	kcat		1.9E0	Maltopentaose;Phosphate
SABIO-RK	2.4.1.1	36.0		1/s	alpha-D-Glucose 1-phosphate;alpha-1,4-(2-Deoxyglucosyl)-(glucose)4	Escherichia coli	P00490	MLTP1;MLTP2;MLTP3	ec:1.00+uniprot:1.00+metabolites:0.25=2.25	MNXM1364214	MNXM9		30.0	[ -]	[unknown, unknown, unknown, unknown, unknown]	10042	7925			7905479.0	kcat	kcat		1.8E0	alpha-1,4-(2-Deoxyglucosyl)-(glucose)5;Phosphate
SABIO-RK	2.2.1.9 4.2.99.20	0.1666667		1/s	2-Oxoglutarate;Isochorismate	Escherichia coli	P17109	SEPHCHCS	ec:1.00+uniprot:1.00+metabolites:0.25=2.25	MNXM1368744;MNXM799	MNXM13;MNXM23;MNXM727528	8.5	25.0	[ 100 mM Tris-HCl, 100 mM KCl, 1 mM ditiothreitol, 2 Âµl (of 12.5 unit/Âµl) rabbit muscle LDH, 40 ÂµM NADH,  100 mM Tris-HCl, 100 mM KCl, 1 mM ditiothreitol, 2 Âµl (of 12.5 unit/Âµl) rabbit muscle LDH, 40 ÂµM NADH]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]	10050	6435			14621995.0	kcat	kcat		-	CO2;Pyruvate;2-Succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate
SABIO-RK	2.2.1.9 4.2.99.20	0.1666667		1/s	Isochorismate;2-Oxoglutarate	Escherichia coli	P17109	SEPHCHCS	ec:1.00+uniprot:1.00+metabolites:0.25=2.25	MNXM1368744;MNXM799	MNXM13;MNXM23;MNXM727528	8.5	25.0	[ 100 mM Tris-HCl, 100 mM KCl, 1 mM ditiothreitol, 2 Âµl (of 12.5 unit/Âµl) rabbit muscle LDH, 40 ÂµM NADH,  100 mM Tris-HCl, 100 mM KCl, 1 mM ditiothreitol, 2 Âµl (of 12.5 unit/Âµl) rabbit muscle LDH, 40 ÂµM NADH]	[unknown, unknown, unknown, unknown, unknown, unknown]	10051	6435			14621995.0	kcat	kcat		-	Pyruvate;CO2;2-Succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate
SABIO-RK	2.2.1.9 4.2.99.20	0.1666667		1/s	Isochorismate;2-Oxoglutarate	Escherichia coli	P17109	SEPHCHCS	ec:1.00+uniprot:1.00+metabolites:0.25=2.25	MNXM1368744;MNXM799	MNXM13;MNXM23;MNXM727528	8.5	25.0	[ 100 mM Tris-HCl, 100 mM KCl, 1 mM ditiothreitol, 2 Âµl (of 12.5 unit/Âµl) rabbit muscle LDH, 40 ÂµM NADH,  100 mM Tris-HCl, 100 mM KCl, 1 mM ditiothreitol, 2 Âµl (of 12.5 unit/Âµl) rabbit muscle LDH, 40 ÂµM NADH]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]	10052	6435			14621995.0	kcat	kcat		-	CO2;Pyruvate;2-Succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate
SABIO-RK	2.2.1.9 4.2.99.20	0.1666667		1/s	Isochorismate;2-Oxoglutarate	Escherichia coli	P17109	SEPHCHCS	ec:1.00+uniprot:1.00+metabolites:0.25=2.25	MNXM1368744;MNXM799	MNXM13;MNXM23;MNXM727528	8.5	25.0	[ 100 mM Tris-HCl, 100 mM KCl, 1 mM ditiothreitol, 2 Âµl (of 12.5 unit/Âµl) rabbit muscle LDH, 40 ÂµM NADH,  100 mM Tris-HCl, 100 mM KCl, 1 mM ditiothreitol, 2 Âµl (of 12.5 unit/Âµl) rabbit muscle LDH, 40 ÂµM NADH]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]	10053	6435			14621995.0	kcat	kcat		-	CO2;Pyruvate;2-Succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate
SABIO-RK	4.2.1.40	35.0		1/s	D-Glucarate	Escherichia coli	P0AES2	GLCRD	ec:1.00+uniprot:0.50+metabolites:0.25=1.75	MNXM1107695	MNXM854	7.5	22.0	[ 50 mM Tris-HCl, 5 mM MgCl2,  50 mM Tris-HCl, 5 mM MgCl2]	[unknown, unknown, unknown, unknown]	10927	2632	R02752		10769114.0	kcat	kcat		-	H2O;5-Dehydro-4-deoxy-D-glucarate
SABIO-RK	4.2.1.40	34.0		1/s	L-Idarate	Escherichia coli	P0AES2	GLCRD	ec:1.00+uniprot:0.50+metabolites:0.25=1.75		MNXM854	7.5	22.0	[ 50 mM Tris-HCl, 5 mM MgCl2,  50 mM Tris-HCl, 5 mM MgCl2]	[unknown, unknown, unknown, unknown]	10936	8031			10769114.0	kcat	kcat		-	5-Dehydro-4-deoxy-D-glucarate;H2O
SABIO-RK	6.3.4.14	0.005166667		1/s	ADP;Carbamoyl phosphate	Escherichia coli	P24182	ACCOAC	uniprot:0.25+metabolites:0.23=0.47	MNXM3;MNXM742	MNXM138;MNXM40333	8.0	25.0	[ 100 mM HEPES, 0.5 mM glucose, 0.4 mM NADP, 5 U hexokinase, 5 U glucose-6-phosphate dehydrogenase, 8 mM MgCl2,  100 mM HEPES, 0.5 mM glucose, 0.4 mM NADP, 5 U hexokinase, 5 U glucose-6-phosphate dehydrogenase, 8 mM MgCl2]	[unknown, unknown, unknown, unknown, unknown]	11033	1589	R01395		10747803.0	kcat	kcat		1.666667E-4	ATP;Carbamate
SABIO-RK	6.3.4.14	0.005166667		1/s	Carbamoyl phosphate;ADP	Escherichia coli	P24182	ACCOAC	uniprot:0.25+metabolites:0.23=0.47	MNXM3;MNXM742	MNXM138;MNXM40333	8.0	25.0	[ 100 mM HEPES, 0.5 mM glucose, 0.4 mM NADP, 5 U hexokinase, 5 U glucose-6-phosphate dehydrogenase, 8 mM MgCl2,  100 mM HEPES, 0.5 mM glucose, 0.4 mM NADP, 5 U hexokinase, 5 U glucose-6-phosphate dehydrogenase, 8 mM MgCl2]	[unknown, unknown, unknown, unknown, unknown]	11034	1589	R01395		10747803.0	kcat	kcat		1.666667E-4	ATP;Carbamate
SABIO-RK	6.3.4.14	1.23		1/s	ATP;Holo-[carboxylase];Hydrogencarbonate	Escherichia coli	P24182	ACCOAC	uniprot:0.25+metabolites:0.33=0.57	MNXM3;MNXM96075	MNXM40333;MNXM738259;MNXM9	8.0	25.0	[ 100 mM HEPES, 8 mM MgCl2,  100 mM HEPES, 8 mM MgCl2]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	11042	4080	R04385		10747803.0	kcat	kcat		6.333333E-2	ADP;Carboxybiotin-carboxyl-carrier protein;Phosphate
SABIO-RK	6.3.4.14	0.001		1/s	ATP;Hydrogencarbonate;Holo-[carboxylase]	Escherichia coli	P24182	ACCOAC	uniprot:0.25+metabolites:0.33=0.57	MNXM3;MNXM96075	MNXM40333;MNXM738259;MNXM9	8.0	25.0	[ 100 mM HEPES, 8 mM MgCl2,  100 mM HEPES, 8 mM MgCl2]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]	11044	4080	R04385		10747803.0	kcat	kcat		6.666667E-5	Carboxybiotin-carboxyl-carrier protein;ADP;Phosphate
SABIO-RK	3.5.1.11	16.2		1/s	2-Nitro-5-[(Phenylacetyl)amino]benzoic acid;H2O	Escherichia coli	P06875		none			7.0	30.0	[ 50 mM phosphate,  50 mM phosphate]	[unknown, unknown, unknown, unknown, unknown]	11602	8105			11985586.0	kcat	kcat		-	Phenylacetic acid;5-Amino-2-nitrobenzoic acid
SABIO-RK	3.5.1.11	50.0		1/s	H2O;2-Phenylacetamide	Escherichia coli	P06875		none	MNXM2073		7.0	30.0	[ 50 mM phosphate,  50 mM phosphate]	[unknown, unknown, unknown, unknown, unknown]	11615	2459	R02540		11985586.0	kcat	kcat		-	Phenylacetic acid;NH3
SABIO-RK	3.5.1.11	190.0		1/s	Methyl 2-phenylacetate;H2O	Escherichia coli	P06875		none		MNXM729799	7.0	30.0	[ 50 mM phosphate,  50 mM phosphate]	[unknown, unknown, unknown, unknown, unknown]	11616	8150			11985586.0	kcat	kcat		-	Phenylacetic acid;Methanol
SABIO-RK	3.5.1.11	30.0		1/s	H2O;D-Phenylglycine amide	Escherichia coli	P06875		none			7.0	30.0	[ 50 mM phosphate,  50 mM phosphate]	[unknown, unknown, unknown, unknown, unknown]	11617	8117			11985586.0	kcat	kcat		-	D-Phenylglycine;NH3
SABIO-RK	3.5.1.11	50.0		1/s	H2O;D-Phenylglycine methyl ester	Escherichia coli	P06875		none		MNXM729799	7.0	30.0	[ 50 mM phosphate,  50 mM phosphate]	[unknown, unknown, unknown, unknown, unknown]	11618	8123			11985586.0	kcat	kcat		-	Methanol;D-Phenylglycine
SABIO-RK	3.5.1.11	10.4		1/s	H2O;D-4-Hydroxyphenylglycine amide	Escherichia coli	P06875		none		MNXM4544	7.0	30.0	[ 50 mM phosphate,  50 mM phosphate]	[unknown, unknown, unknown, unknown, unknown]	11619	8145			11985586.0	kcat	kcat		-	D-4-Hydroxyphenylglycine;NH3
SABIO-RK	3.5.1.11	16.2		1/s	D-4-Hydroxyphenylglycine methyl ester;H2O	Escherichia coli	P06875		none		MNXM4544;MNXM729799	7.0	30.0	[ 50 mM phosphate,  50 mM phosphate]	[unknown, unknown, unknown, unknown, unknown]	11620	8148			11985586.0	kcat	kcat		-	Methanol;D-4-Hydroxyphenylglycine
SABIO-RK	3.5.1.11	30.0		1/s	Ampicillin;H2O	Escherichia coli	P06875		none	MNXM152246	MNXM2495	7.0	30.0	[ 50 mM phosphate,  50 mM phosphate]	[unknown, unknown, unknown, unknown, unknown]	11621	8121			11985586.0	kcat	kcat		-	6-Aminopenicillanate;D-Phenylglycine
SABIO-RK	3.5.1.11	57.0		1/s	Cephalexin;H2O	Escherichia coli	P06875		none			7.0	30.0	[ 50 mM phosphate,  50 mM phosphate]	[unknown, unknown, unknown, unknown, unknown]	11622	8144			11985586.0	kcat	kcat		-	D-Phenylglycine;7-Desacetoxycephalosporanic acid
SABIO-RK	3.5.1.11	22.0		1/s	H2O;Amoxicillin	Escherichia coli	P06875		none	MNXM152240	MNXM2495;MNXM4544	7.0	30.0	[ 50 mM phosphate,  50 mM phosphate]	[unknown, unknown, unknown, unknown, unknown]	11623	8142			11985586.0	kcat	kcat		-	D-4-Hydroxyphenylglycine;6-Aminopenicillanate
SABIO-RK	3.5.1.11	50.0		1/s	H2O;Cefadroxil	Escherichia coli	P06875		none	MNXM45942	MNXM4544	7.0	30.0	[ 50 mM phosphate,  50 mM phosphate]	[unknown, unknown, unknown, unknown, unknown]	11624	8135			11985586.0	kcat	kcat		-	7-Desacetoxycephalosporanic acid;D-4-Hydroxyphenylglycine
SABIO-RK	3.1.3.1	44.4		1/s	H2O;4-Nitrophenyl phosphate	Escherichia coli	P00634	NADPPPS;PPTHpp;PTHRpp	ec:1.00+metabolites:0.17=1.17	MNXM3867	MNXM526;MNXM9	8.0	25.0	[ 0.1 M Mops,  0.1 M Mops,  0.1 M Mops]	[unknown, unknown, unknown, unknown, unknown]	11819	2874	R03024		11099386.0	kcat	kcat		5E-1	p-Nitrophenol;Phosphate
SABIO-RK	3.1.3.1	80.5		1/s	4-Nitrophenyl phosphate;H2O	Escherichia coli	P00634	NADPPPS;PPTHpp;PTHRpp	ec:1.00+metabolites:0.17=1.17	MNXM3867	MNXM526;MNXM9	8.0	25.0	[ 0.1 M Tris,  0.1 M Tris]	[unknown, unknown, unknown, unknown, unknown]	11827	2874	R03024		11099386.0	kcat	kcat		1.5E0	Phosphate;p-Nitrophenol
SABIO-RK	3.1.3.1	44.0		1/s	H2O;4-Nitrophenyl phosphate	Escherichia coli	P00634	NADPPPS;PPTHpp;PTHRpp	ec:1.00+metabolites:0.17=1.17	MNXM3867	MNXM526;MNXM9	8.0	25.0	[ 0.1 M Mops,  0.1 M Mops,  0.1 M Mops]	[unknown, unknown, unknown, unknown, unknown]	11852	2874	R03024		11099386.0	kcat	kcat		6E-1	Phosphate;p-Nitrophenol
SABIO-RK	3.1.3.1	43.0		1/s	4-Nitrophenyl phosphate;H2O	Escherichia coli	P00634	NADPPPS;PPTHpp;PTHRpp	ec:1.00+metabolites:0.17=1.17	MNXM3867	MNXM526;MNXM9	8.0	25.0	[ 0.1 M Mops,  0.1 M Mops,  0.1 M Mops]	[unknown, unknown, unknown, unknown, unknown]	11853	2874	R03024		11099386.0	kcat	kcat		1E-1	p-Nitrophenol;Phosphate
SABIO-RK	3.1.3.1	81.0		1/s	H2O;4-Nitrophenyl phosphate	Escherichia coli	P00634	NADPPPS;PPTHpp;PTHRpp	ec:1.00+metabolites:0.17=1.17	MNXM3867	MNXM526;MNXM9	8.0	25.0	[ 1.0 M Tris,  1.0 M Tris]	[unknown, unknown, unknown, unknown, unknown]	11854	2874	R03024		11099386.0	kcat	kcat		1.2E0	Phosphate;p-Nitrophenol
SABIO-RK	3.1.3.1	80.0		1/s	4-Nitrophenyl phosphate;H2O	Escherichia coli	P00634	NADPPPS;PPTHpp;PTHRpp	ec:1.00+metabolites:0.17=1.17	MNXM3867	MNXM526;MNXM9	8.0	25.0	[ 1.0 M Tris,  1.0 M Tris]	[unknown, unknown, unknown, unknown, unknown]	11855	2874	R03024		11099386.0	kcat	kcat		7E-1	p-Nitrophenol;Phosphate
SABIO-RK	3.1.3.1	38.0		1/s	4-Nitrophenyl phosphate;H2O	Escherichia coli	P00634	NADPPPS;PPTHpp;PTHRpp	ec:1.00+metabolites:0.17=1.17	MNXM3867	MNXM526;MNXM9	8.0	25.0	[ 0.1 M Mops,  0.1 M Mops,  0.1 M Mops]	[unknown, unknown, unknown, unknown, unknown]	11856	2874	R03024		11099386.0	kcat	kcat		5E-1	p-Nitrophenol;Phosphate
SABIO-RK	3.1.3.1	37.0		1/s	4-Nitrophenyl phosphate;H2O	Escherichia coli	P00634	NADPPPS;PPTHpp;PTHRpp	ec:1.00+metabolites:0.17=1.17	MNXM3867	MNXM526;MNXM9	8.0	25.0	[ 0.1 M Mops,  0.1 M Mops,  0.1 M Mops]	[unknown, unknown, unknown, unknown, unknown]	11857	2874	R03024		11099386.0	kcat	kcat		6E-1	p-Nitrophenol;Phosphate
SABIO-RK	3.1.3.1	39.0		1/s	4-Nitrophenyl phosphate;H2O	Escherichia coli	P00634	NADPPPS;PPTHpp;PTHRpp	ec:1.00+metabolites:0.17=1.17	MNXM3867	MNXM526;MNXM9	8.0	25.0	[ 0.1 M Mops,  0.1 M Mops,  0.1 M Mops]	[unknown, unknown, unknown, unknown, unknown]	11858	2874	R03024		11099386.0	kcat	kcat		4E-1	p-Nitrophenol;Phosphate
SABIO-RK	3.1.3.1	71.0		1/s	4-Nitrophenyl phosphate;H2O	Escherichia coli	P00634	NADPPPS;PPTHpp;PTHRpp	ec:1.00+metabolites:0.17=1.17	MNXM3867	MNXM526;MNXM9	8.0	25.0	[ 1.0 M Tris,  1.0 M Tris]	[unknown, unknown, unknown, unknown, unknown]	11859	2874	R03024		11099386.0	kcat	kcat		1.1E0	p-Nitrophenol;Phosphate
SABIO-RK	3.1.3.1	69.0		1/s	H2O;4-Nitrophenyl phosphate	Escherichia coli	P00634	NADPPPS;PPTHpp;PTHRpp	ec:1.00+metabolites:0.17=1.17	MNXM3867	MNXM526;MNXM9	8.0	25.0	[ 1.0 M Tris,  1.0 M Tris]	[unknown, unknown, unknown, unknown, unknown]	11860	2874	R03024		11099386.0	kcat	kcat		6E-1	p-Nitrophenol;Phosphate
SABIO-RK	3.1.3.1	73.0		1/s	4-Nitrophenyl phosphate;H2O	Escherichia coli	P00634	NADPPPS;PPTHpp;PTHRpp	ec:1.00+metabolites:0.17=1.17	MNXM3867	MNXM526;MNXM9	8.0	25.0	[ 1.0 M Tris,  1.0 M Tris]	[unknown, unknown, unknown, unknown, unknown]	11861	2874	R03024		11099386.0	kcat	kcat		9E-1	p-Nitrophenol;Phosphate
SABIO-RK	3.1.3.1	44.4		1/s	4-Nitrophenyl phosphate;H2O	Escherichia coli	P00634	NADPPPS;PPTHpp;PTHRpp	ec:1.00+metabolites:0.17=1.17	MNXM3867	MNXM526;MNXM9	8.0	25.0	[ 0.1 M Mops,  0.1 M Mops,  0.1 M Mops]	[unknown, unknown, unknown, unknown, unknown]	11886	2874	R03024		11099386.0	kcat	kcat		6E-1	Phosphate;p-Nitrophenol
SABIO-RK	3.1.3.1	43.0		1/s	4-Nitrophenyl phosphate;H2O	Escherichia coli	P00634	NADPPPS;PPTHpp;PTHRpp	ec:1.00+metabolites:0.17=1.17	MNXM3867	MNXM526;MNXM9	8.0	25.0	[ 0.1 M Mops,  0.1 M Mops,  0.1 M Mops]	[unknown, unknown, unknown, unknown, unknown]	11887	2874	R03024		11099386.0	kcat	kcat		1E-1	p-Nitrophenol;Phosphate
SABIO-RK	3.1.3.1	81.0		1/s	4-Nitrophenyl phosphate;H2O	Escherichia coli	P00634	NADPPPS;PPTHpp;PTHRpp	ec:1.00+metabolites:0.17=1.17	MNXM3867	MNXM526;MNXM9	8.0	25.0	[ 1.0 M Tris,  1.0 M Tris]	[unknown, unknown, unknown, unknown, unknown]	11888	2874	R03024		11099386.0	kcat	kcat		1.2E0	Phosphate;p-Nitrophenol
SABIO-RK	3.1.3.1	80.0		1/s	H2O;4-Nitrophenyl phosphate	Escherichia coli	P00634	NADPPPS;PPTHpp;PTHRpp	ec:1.00+metabolites:0.17=1.17	MNXM3867	MNXM526;MNXM9	8.0	25.0	[ 1.0 M Tris,  1.0 M Tris]	[unknown, unknown, unknown, unknown, unknown]	11889	2874	R03024		11099386.0	kcat	kcat		7E-1	Phosphate;p-Nitrophenol
SABIO-RK	3.1.3.1	44.0		1/s	4-Nitrophenyl phosphate;H2O	Escherichia coli	P00634	NADPPPS;PPTHpp;PTHRpp	ec:1.00+metabolites:0.17=1.17	MNXM3867	MNXM526;MNXM9	8.0	25.0	[ 0.1 M MOPS,  0.1 M MOPS,  0.1 M MOPS]	[unknown, unknown, unknown, unknown, unknown]	11890	2874	R03024		11099386.0	kcat	kcat		1E-1	p-Nitrophenol;Phosphate
SABIO-RK	3.1.3.1	44.0		1/s	4-Nitrophenyl phosphate;H2O	Escherichia coli	P00634	NADPPPS;PPTHpp;PTHRpp	ec:1.00+metabolites:0.17=1.17	MNXM3867	MNXM526;MNXM9	8.0	25.0	[ 0.1 M MOPS,  0.1 M MOPS,  0.1 M MOPS]	[unknown, unknown, unknown, unknown, unknown]	11891	2874	R03024		11099386.0	kcat	kcat		3E-1	p-Nitrophenol;Phosphate
SABIO-RK	3.1.3.1	43.0		1/s	H2O;4-Nitrophenyl phosphate	Escherichia coli	P00634	NADPPPS;PPTHpp;PTHRpp	ec:1.00+metabolites:0.17=1.17	MNXM3867	MNXM526;MNXM9	8.0	25.0	[ 0.1 M MOPS,  0.1 M MOPS,  0.1 M MOPS]	[unknown, unknown, unknown, unknown, unknown]	11892	2874	R03024		11099386.0	kcat	kcat		5E-1	Phosphate;p-Nitrophenol
SABIO-RK	3.1.3.1	80.0		1/s	4-Nitrophenyl phosphate;H2O	Escherichia coli	P00634	NADPPPS;PPTHpp;PTHRpp	ec:1.00+metabolites:0.17=1.17	MNXM3867	MNXM526;MNXM9	8.0	25.0	[ 1.0 M Tris,  1.0 M Tris]	[unknown, unknown, unknown, unknown, unknown]	11893	2874	R03024		11099386.0	kcat	kcat		7E-1	p-Nitrophenol;Phosphate
SABIO-RK	3.1.3.1	80.0		1/s	4-Nitrophenyl phosphate;H2O	Escherichia coli	P00634	NADPPPS;PPTHpp;PTHRpp	ec:1.00+metabolites:0.17=1.17	MNXM3867	MNXM526;MNXM9	8.0	25.0	[ 1.0 M Tris,  1.0 M Tris]	[unknown, unknown, unknown, unknown, unknown]	11894	2874	R03024		11099386.0	kcat	kcat		9E-1	Phosphate;p-Nitrophenol
SABIO-RK	3.1.3.1	79.0		1/s	H2O;4-Nitrophenyl phosphate	Escherichia coli	P00634	NADPPPS;PPTHpp;PTHRpp	ec:1.00+metabolites:0.17=1.17	MNXM3867	MNXM526;MNXM9	8.0	25.0	[ 1.0 M Tris,  1.0 M Tris]	[unknown, unknown, unknown, unknown, unknown]	11895	2874	R03024		11099386.0	kcat	kcat		7E-1	Phosphate;p-Nitrophenol
SABIO-RK	6.1.1.21	2.6		1/s	L-Histidine;tRNA(His);ATP	Escherichia coli	P60906	HISTRS	ec:1.00+uniprot:1.00+metabolites:0.33=2.33	MNXM1107769;MNXM3;MNXM90878	MNXM11;MNXM728294;MNXM741218;MNXM741220	7.5	37.0	[ 50 mM HEPES, 100 mM KCl, 8.3 mM DTT, 10 mM MgCl,  50 mM HEPES, 100 mM KCl, 8.3 mM DTT, 10 mM MgCl]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	12253	410	R03655	R-HSA-380234;R-HSA-379844	9131996.0	kcat	kcat		4E-1	Diphosphate;L-Histidyl-tRNA(His);AMP
SABIO-RK	6.1.1.21	1.5		1/s	ATP;L-Histidine;tRNA(His)	Escherichia coli	P60906	HISTRS	ec:1.00+uniprot:1.00+metabolites:0.33=2.33	MNXM1107769;MNXM3;MNXM90878	MNXM11;MNXM728294;MNXM741218;MNXM741220	7.5	37.0	[ 50 mM HEPES, 100 mM KCl, 8.3 mM DTT, 10 mM MgCl,  50 mM HEPES, 100 mM KCl, 8.3 mM DTT, 10 mM MgCl]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	12254	410	R03655	R-HSA-380234;R-HSA-379844	9131996.0	kcat	kcat		3E-1	Diphosphate;AMP;L-Histidyl-tRNA(His)
SABIO-RK	6.1.1.21	0.005		1/s	ATP;L-Histidine;tRNA(His)	Escherichia coli	P60906	HISTRS	ec:1.00+uniprot:1.00+metabolites:0.33=2.33	MNXM1107769;MNXM3;MNXM90878	MNXM11;MNXM728294;MNXM741218;MNXM741220	7.5	37.0	[ 50 mM HEPES, 100 mM KCl, 8.3 mM DTT, 10 mM MgCl,  50 mM HEPES, 100 mM KCl, 8.3 mM DTT, 10 mM MgCl]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	12255	410	R03655	R-HSA-379844;R-HSA-380234	9131996.0	kcat	kcat		5E-4	L-Histidyl-tRNA(His);Diphosphate;AMP
SABIO-RK	6.1.1.21	0.026		1/s	L-Histidine;tRNA(His);ATP	Escherichia coli	P60906	HISTRS	ec:1.00+uniprot:1.00+metabolites:0.33=2.33	MNXM1107769;MNXM3;MNXM90878	MNXM11;MNXM728294;MNXM741218;MNXM741220	7.5	37.0	[ 50 mM HEPES, 100 mM KCl, 8.3 mM DTT, 10 mM MgCl,  50 mM HEPES, 100 mM KCl, 8.3 mM DTT, 10 mM MgCl]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	12256	410	R03655	R-HSA-379844;R-HSA-380234	9131996.0	kcat	kcat		4E-3	AMP;L-Histidyl-tRNA(His);Diphosphate
SABIO-RK	6.1.1.21	142.0		1/s	tRNA(His);L-Histidine;ATP	Escherichia coli	P60906	HISTRS	ec:1.00+uniprot:1.00+metabolites:0.33=2.33	MNXM1107769;MNXM3;MNXM90878	MNXM11;MNXM728294;MNXM741218;MNXM741220	8.0	37.0	[ 100 mM Tris, 10 mM beta-mercaptoethanol, 10 mM KF, 10 mM MgCl2, 2 mM [32P]NaPPi,  100 mM Tris, 10 mM beta-mercaptoethanol, 10 mM KF, 10 mM MgCl2, 2 mM [32P]NaPPi]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	12261	410	R03655	R-HSA-380234;R-HSA-379844	9131996.0	kcat	kcat		5E0	AMP;L-Histidyl-tRNA(His);Diphosphate
SABIO-RK	6.1.1.21	120.0		1/s	L-Histidine;tRNA(His);ATP	Escherichia coli	P60906	HISTRS	ec:1.00+uniprot:1.00+metabolites:0.33=2.33	MNXM1107769;MNXM3;MNXM90878	MNXM11;MNXM728294;MNXM741218;MNXM741220	8.0	37.0	[ 100 mM Tris, 10 mM beta-mercaptoethanol, 10 mM KF, 10 mM MgCl2, 2 mM [32P]NaPPi,  100 mM Tris, 10 mM beta-mercaptoethanol, 10 mM KF, 10 mM MgCl2, 2 mM [32P]NaPPi]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	12264	410	R03655	R-HSA-380234;R-HSA-379844	9131996.0	kcat	kcat		4E0	AMP;L-Histidyl-tRNA(His);Diphosphate
SABIO-RK	6.3.2.10	18.0		1/s	D-Alanyl-D-alanine;ATP;UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate	Escherichia coli	P11880	UGMDDS	ec:1.00+uniprot:1.00+metabolites:0.30=2.30	MNXM1364010;MNXM1446;MNXM3	MNXM40333;MNXM732166;MNXM9	8.6	37.0	[ 100 mM Tris, 10 mM MgCl2,  100 mM Tris, 10 mM MgCl2]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	12975	4284	R04617		1931965.0	kcat	kcat		-	ADP;Phosphate;UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine
SABIO-RK	6.3.2.10	0.5666667		1/s	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate;D-Alanyl-D-methionine;ATP	Escherichia coli	P11880	UGMDDS	ec:1.00+uniprot:1.00+metabolites:0.38=2.38	MNXM1446;MNXM3	MNXM40333;MNXM9	8.6	37.0	[ 100 mM Tris, 10 mM MgCl2,  100 mM Tris, 10 mM MgCl2]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	12976	9628			1931965.0	kcat	kcat		-	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-methionine;ADP;Phosphate
