source	sabiork_entry_id	organism	uniprot_id	ec_number	parameter.name	param_type	substrate_from_param	kcat_value	kcat_value_end	parameter.standardDeviation	kcat_unit	substrate	Product	pH	temperature_C	buffer	cellular_location	sabiork_reaction_id	kegg_reaction_id	reactome_reaction_id	pubmed_id
SABIO-RK	29359	Escherichia coli	P00903 P05041 P05041	2.6.1.85	kcat	kcat		0.53		2E-2	1/s	L-Glutamine;Chorismate	L-Glutamate;4-Amino-4-deoxychorismate	8.5	25.0	[ 100 mM Bicine, 5 mM MgCl2, 20 ÂµM PLP, 13 ÂµM 4-Amino-4-deoxy-chorismate lyase, 200 ÂµM NADH, 4 U/ml Lactate dehydrogenase,  100 mM Bicine, 5 mM MgCl2, 20 ÂµM PLP, 13 ÂµM 4-Amino-4-deoxy-chorismate lyase, 200 ÂµM NADH, 4 U/ml Lactate dehydrogenase]	[unknown, unknown, unknown, unknown, unknown]	1828	R01716		14982443
SABIO-RK	29771	Escherichia coli		1.3.98.1	kcat	kcat		0.001883333		-	1/s	L-Dihydroorotate;2,3-Dimethoxy-5-methyl-1,4-benzoquinone	2,3-Dimethoxy-5-methyl-1,4-benzoquinol;Orotate	8.0	37.0	[ 0.1 M Tris-HCl, 0.1 mM EDTA,  0.1 M Tris-HCl, 0.1 mM EDTA]	[unknown, unknown, unknown, unknown, unknown, unknown]	11281			10074342
SABIO-RK	29772	Escherichia coli		1.3.98.1	kcat	kcat		0.00509		6.666667E-5	1/s	L-Dihydroorotate;Acceptor	Reduced acceptor;Orotate	8.0	37.0	[ 0.1 M Tris-HCl, 0.1 mM EDTA,  0.1 M Tris-HCl, 0.1 mM EDTA]	[unknown, unknown, unknown, unknown, unknown, unknown]	1935			10074342
SABIO-RK	29879	Escherichia coli	P0AB71	4.1.2.13	kcat	kcat		8.166667		4.333333E-1	1/s	D-Fructose 1,6-bisphosphate	D-Glyceraldehyde 3-phosphate;Glycerone phosphate	8.0	30.0	[ 50 mM Tris-HCl, 5 ÂµM Zn2+, 20 mM NADH, 2 Âµl of 10 mg/ml mixture of triosephosphate isomerase/glycerol-3-phosphate dehydrogenase,  50 mM Tris-HCl, 5 ÂµM Zn2+, 20 mM NADH, 2 Âµl of 10 mg/ml mixture of triosephosphate isomerase/glycerol-3-phosphate dehydrogenase]	[unknown, unknown, unknown, unknown, unknown]	1338	R01070		9878448
SABIO-RK	29887	Escherichia coli	P0AB71	4.1.2.13	kcat	kcat		2.333333		8.333333E-2	1/s	D-Fructose 1,6-bisphosphate	Glycerone phosphate;D-Glyceraldehyde 3-phosphate	8.0	30.0	[ 50 mM Tris-HCl, 0.1 M potassium acetate, 2 mM potassium hexacyanoferrate (III),  50 mM Tris-HCl, 0.1 M potassium acetate, 2 mM potassium hexacyanoferrate (III)]	[unknown, unknown, unknown, unknown, unknown]	1338	R01070		9878448
SABIO-RK	29893	Escherichia coli	P0AB71	4.1.2.13	kcat	kcat		2.833333		8.333333E-2	1/s	Glycerone phosphate;D-Glyceraldehyde 3-phosphate	D-Fructose 1,6-bisphosphate	8.0	30.0	[ 50 mM Tris-HCl, 0.1 M potassium acetate, 2 mM potassium hexacyanoferrate (III),  50 mM Tris-HCl, 0.1 M potassium acetate, 2 mM potassium hexacyanoferrate (III)]	[unknown, unknown, unknown, unknown, unknown]	1338	R01070		9878448
SABIO-RK	30021	Escherichia coli	P0AB71	4.1.2.13	kcat	kcat		10.5		6.666667E-1	1/s	D-Fructose 1,6-bisphosphate	Glycerone phosphate;D-Glyceraldehyde 3-phosphate	8.0	30.0	[ 50 mM Tris-HCl, 20 mM NADH, Glycerol phosphate dehydrogenase, Triosephosphate isomerase,  50 mM Tris-HCl, 20 mM NADH, Glycerol phosphate dehydrogenase, Triosephosphate isomerase]	[unknown, unknown, unknown, unknown]	1338	R01070		10712619
SABIO-RK	30045	Escherichia coli	P0AB71	4.1.2.40	kcat	kcat		0.015		1.333333E-3	1/s	D-Tagatose 1,6-bisphosphate	D-Glyceraldehyde 3-phosphate;Glycerone phosphate	8.0	30.0	[ 50 mM Tris-HCl, 20 mM NADH, Glycerol phosphate dehydrogenase, Triosephosphate isomerase,  50 mM Tris-HCl, 20 mM NADH, Glycerol phosphate dehydrogenase, Triosephosphate isomerase]	[unknown, unknown, unknown, unknown]	1339	R01069		10712619
SABIO-RK	30055	Escherichia coli	P0AB74	4.1.2.13	kcat	kcat		0.06833333		6.666667E-3	1/s	D-Fructose 1,6-bisphosphate	Glycerone phosphate;D-Glyceraldehyde 3-phosphate	8.0	30.0	[ 50 mM Tris-HCl, 20 mM NADH, Glycerol phosphate dehydrogenase, Triosephosphate isomerase,  50 mM Tris-HCl, 20 mM NADH, Glycerol phosphate dehydrogenase, Triosephosphate isomerase]	[unknown, unknown, unknown, unknown]	1338	R01070		10712619
SABIO-RK	30056	Escherichia coli	P0AB74	4.1.2.40	kcat	kcat		4.666667		1.666667E-1	1/s	D-Tagatose 1,6-bisphosphate	Glycerone phosphate;D-Glyceraldehyde 3-phosphate	8.0	30.0	[ 50 mM Tris-HCl, 20 mM NADH, Glycerol phosphate dehydrogenase, Triosephosphate isomerase,  50 mM Tris-HCl, 20 mM NADH, Glycerol phosphate dehydrogenase, Triosephosphate isomerase]	[unknown, unknown, unknown, unknown]	1339	R01069		10712619
SABIO-RK	30057	Escherichia coli	P0AB71	4.1.2.13	kcat	kcat		2.766667		5E-2	1/s	Glycerone phosphate;Hexacyanoferrate(III)	Hydroxypyruvaldehyde phosphate;Hexacyanoferrate(II)	8.0	30.0	[ 50 mM Tris-HCl, 0.1 M Potassium acetate,  50 mM Tris-HCl, 0.1 M Potassium acetate]	[unknown, unknown, unknown, unknown, unknown]	11290			10712619
SABIO-RK	30063	Escherichia coli	P0AB71	4.1.2.13	kcat	kcat		1.8		1.333333E-1	1/s	Hexacyanoferrate(III);D-Fructose 1,6-bisphosphate	Hydroxypyruvaldehyde phosphate;Hexacyanoferrate(II);D-Glyceraldehyde 3-phosphate	8.0	30.0	[ 50 mM Tris-HCl, 0.1 M Potassium acetate,  50 mM Tris-HCl, 0.1 M Potassium acetate]	[unknown, unknown, unknown, unknown, unknown, unknown]	11291			10712619
SABIO-RK	30163	Escherichia coli		3.2.1.23	kcat	kcat		5.2		-	1/s	H2O;3-Chloropyridyl-beta-D-galactopyranoside	3-Chloropyridine;beta-D-Galactose	7.5	25.0	[ 0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl,  0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl]	[unknown, unknown, unknown, unknown, unknown]	10435			
SABIO-RK	30164	Escherichia coli		3.2.1.23	kcat	kcat		5.5		-	1/s	H2O;3-Bromopyridyl-beta-D-galactopyranoside	3-Bromopyridine;beta-D-Galactose	7.5	25.0	[ 0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl,  0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl]	[unknown, unknown, unknown, unknown, unknown]	10432			
SABIO-RK	30165	Escherichia coli		3.2.1.23	kcat	kcat		1.75		-	1/s	3-Bromopyridyl-beta-D-galactopyranoside;H2O	3-Bromopyridine;beta-D-Galactose	7.5	25.0	[ 0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl,  0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl]	[unknown, unknown, unknown, unknown, unknown]	10432			
SABIO-RK	30166	Escherichia coli		3.2.1.23	kcat	kcat		1.75		-	1/s	H2O;4-Bromoisoquinyl-beta-D-galactopyranoside	beta-D-Galactose;4-Bromoisoquinoline	7.5	25.0	[ 0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl,  0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl]	[unknown, unknown, unknown, unknown, unknown]	10457			
SABIO-RK	30167	Escherichia coli		3.2.1.23	kcat	kcat		0.99		-	1/s	H2O;4-Bromoisoquinyl-beta-D-galactopyranoside	beta-D-Galactose;4-Bromoisoquinoline	7.5	25.0	[ 0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl,  0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl]	[unknown, unknown, unknown, unknown, unknown]	10457			
SABIO-RK	30168	Escherichia coli		3.2.1.23	kcat	kcat		0.029		-	1/s	Pyridyl-beta-D-galactopyranoside;H2O	beta-D-Galactose;Pyridine	7.5	25.0	[ 0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl,  0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl]	[unknown, unknown, unknown, unknown, unknown]	10423			
SABIO-RK	30169	Escherichia coli		3.2.1.23	kcat	kcat		0.012		-	1/s	H2O;Isoquinyl-beta-D-galactopyranoside	Isoquinoline;beta-D-Galactose	7.5	25.0	[ 0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl,  0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl]	[unknown, unknown, unknown, unknown, unknown]	10437			
SABIO-RK	30170	Escherichia coli		3.2.1.23	kcat	kcat		0.031		-	1/s	3-Methylpyridyl-beta-D-galactopyranoside;H2O	3-Methylpyridine;beta-D-Galactose	7.5	25.0	[ 0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl,  0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl]	[unknown, unknown, unknown, unknown, unknown]	10446			
SABIO-RK	30171	Escherichia coli		3.2.1.23	kcat	kcat		0.029		-	1/s	H2O;3,5-Dimethylpyridyl-beta-D-galactopyranoside	beta-D-Galactose;3,5-Dimethylpyridine	7.5	25.0	[ 0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl,  0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl]	[unknown, unknown, unknown, unknown, unknown]	11152			
SABIO-RK	30172	Escherichia coli		3.2.1.23	kcat	kcat		186.0		-	1/s	3,4-Dinitrophenyl-beta-D-galactopyranoside;H2O	3,4-Dinitrophenol;beta-D-Galactose	7.5	25.0	[ 0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl,  0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl]	[unknown, unknown, unknown, unknown, unknown]	9872			
SABIO-RK	30173	Escherichia coli		3.2.1.23	kcat	kcat		147.0		-	1/s	3,5-Dinitrophenyl-beta-D-galactopyranoside;H2O	beta-D-Galactose;3,5-Dinitrophenol	7.5	25.0	[ 0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl,  0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl]	[unknown, unknown, unknown, unknown, unknown]	9931			
SABIO-RK	30174	Escherichia coli		3.2.1.23	kcat	kcat		66.0		-	1/s	p-Nitrophenyl-beta-D-galactoside;H2O	p-Nitrophenol;beta-D-Galactose	7.5	25.0	[ 0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl,  0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl]	[unknown, unknown, unknown, unknown, unknown]	7239			
SABIO-RK	30175	Escherichia coli		3.2.1.23	kcat	kcat		1.76		-	1/s	p-Nitrophenyl-beta-D-galactoside;H2O	beta-D-Galactose;p-Nitrophenol	7.5	25.0	[ 0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl,  0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl]	[unknown, unknown, unknown, unknown, unknown]	7239			
SABIO-RK	30176	Escherichia coli		3.2.1.23	kcat	kcat		157.0		-	1/s	o-Nitrophenyl-beta-D-galactoside;H2O	beta-D-Galactose;o-Nitrophenol	7.5	25.0	[ 0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl,  0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl]	[unknown, unknown, unknown, unknown, unknown]	7242			
SABIO-RK	30177	Escherichia coli		3.2.1.23	kcat	kcat		34.0		-	1/s	4-Cyanophenyl-beta-D-galactopyranoside;H2O	beta-D-Galactose;4-Cyanophenol	7.5	25.0	[ 0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl,  0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl]	[unknown, unknown, unknown, unknown, unknown]	10427			
SABIO-RK	30178	Escherichia coli		3.2.1.23	kcat	kcat		51.0		-	1/s	H2O;m-Nitrophenyl-beta-D-galactoside	beta-D-Galactose;3-Nitrophenol	7.5	25.0	[ 0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl,  0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl]	[unknown, unknown, unknown, unknown, unknown]	9879			
SABIO-RK	30179	Escherichia coli		3.2.1.23	kcat	kcat		16.0		-	1/s	4-Bromophenyl-beta-D-galactopyranoside;H2O	beta-D-Galactose;4-Bromophenol	7.5	25.0	[ 0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl,  0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl]	[unknown, unknown, unknown, unknown, unknown]	9913			
SABIO-RK	30180	Escherichia coli		3.2.1.23	kcat	kcat		0.64		-	1/s	H2O;2-Naphthyl-beta-D-galactopyranoside	beta-D-Galactose;beta-Naphthol	7.5	25.0	[ 0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl,  0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl]	[unknown, unknown, unknown, unknown, unknown]	10438			
SABIO-RK	30181	Escherichia coli		3.2.1.23	kcat	kcat		38.0		-	1/s	H2O;Phenyl-beta-D-galactopyranoside	Phenol;beta-D-Galactose	7.5	25.0	[ 0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl,  0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl]	[unknown, unknown, unknown, unknown, unknown]	9851			
SABIO-RK	30182	Escherichia coli		3.2.1.23	kcat	kcat		2.55		-	1/s	3-Methylphenyl-beta-D-galactopyranoside;H2O	beta-D-Galactose;3-Cresol	7.5	25.0	[ 0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl,  0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl]	[unknown, unknown, unknown, unknown, unknown]	9906			
SABIO-RK	30184	Escherichia coli		3.2.1.23	kcat	kcat		66.0		-	1/s	H2O;p-Nitrophenyl-beta-D-galactoside	beta-D-Galactose;p-Nitrophenol	7.5	25.0	[ 0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl,  0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl]	[unknown, unknown, unknown, unknown, unknown, unknown]	7239			
SABIO-RK	30185	Escherichia coli		3.2.1.23	kcat	kcat		5.5		-	1/s	3-Bromopyridyl-beta-D-galactopyranoside;H2O	3-Bromopyridine;beta-D-Galactose	7.5	25.0	[ 0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl,  0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl]	[unknown, unknown, unknown, unknown, unknown, unknown]	10432			
SABIO-RK	30186	Escherichia coli		3.2.1.23	kcat	kcat		5.5		-	1/s	H2O;3-Bromopyridyl-beta-D-galactopyranoside	beta-D-Galactose;3-Bromopyridine	7.5	25.0	[ 0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl,  0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl]	[unknown, unknown, unknown, unknown, unknown, unknown]	10432			
SABIO-RK	30187	Escherichia coli		3.2.1.23	kcat	kcat		66.0		-	1/s	H2O;p-Nitrophenyl-beta-D-galactoside	beta-D-Galactose;p-Nitrophenol	7.5	25.0	[ 0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl,  0.125 M potassium phosphate, 5 mM MgCl2, 25 ÂµM 2,2'-bipyridyl]	[unknown, unknown, unknown, unknown, unknown, unknown]	7239			
SABIO-RK	30228	Escherichia coli	P15770	1.1.1.25	kcat	kcat		236.6667		-	1/s	NADP+;Shikimate	NADPH;H+;3-Dehydroshikimate	9.0	20.0	[ 100 mM Tris-HCl,  100 mM Tris-HCl]	[unknown, unknown, unknown, unknown, unknown, unknown]	2351	R02413	R-MTU-964842	12637497
SABIO-RK	30229	Escherichia coli	P15770	1.1.1.25	kcat	kcat		236.6667		-	1/s	NADP+;Shikimate	NADPH;H+;3-Dehydroshikimate	9.0	20.0	[ 100 mM Tris-HCl,  100 mM Tris-HCl]	[unknown, unknown, unknown, unknown, unknown, unknown]	2351	R02413	R-MTU-964842	12637497
SABIO-RK	30230	Escherichia coli	P0A6D5	1.1.1.282	kcat	kcat		0.1166667		-	1/s	Shikimate;NADP+	H+;3-Dehydroshikimate;NADPH	9.0	20.0	[ 100 mM Tris-HCl,  100 mM Tris-HCl]	[unknown, unknown, unknown, unknown, unknown, unknown]	2351	R02413	R-MTU-964842	12637497
SABIO-RK	30231	Escherichia coli	P0A6D5	1.1.1.282	kcat	kcat		0.05		-	1/s	NAD+;Shikimate	NADH;3-Dehydroshikimate;H+	9.0	20.0	[ 100 mM Tris-HCl,  100 mM Tris-HCl]	[unknown, unknown, unknown, unknown, unknown, unknown]	6422	R06847		12637497
SABIO-RK	30232	Escherichia coli	P0A6D5	1.1.1.282	kcat	kcat		0.1166667		-	1/s	Shikimate;NADP+	NADPH;3-Dehydroshikimate;H+	9.0	20.0	[ 100 mM Tris-HCl,  100 mM Tris-HCl]	[unknown, unknown, unknown, unknown, unknown, unknown]	2351	R02413	R-MTU-964842	12637497
SABIO-RK	30233	Escherichia coli	P0A6D5	1.1.1.282	kcat	kcat		0.05		-	1/s	Shikimate;NAD+	NADH;3-Dehydroshikimate;H+	9.0	20.0	[ 100 mM Tris-HCl,  100 mM Tris-HCl]	[unknown, unknown, unknown, unknown, unknown, unknown]	6422	R06847		12637497
SABIO-RK	30234	Escherichia coli	P0A6D5	1.1.1.282	kcat	kcat		0.05		-	1/s	NAD+;Quinate	3-Dehydroquinate;NADH;H+	9.0	20.0	[ 100 mM Tris-HCl,  100 mM Tris-HCl]	[unknown, unknown, unknown, unknown, unknown, unknown]	1936	R01872		12637497
SABIO-RK	30235	Escherichia coli	P0A6D5	1.1.1.282	kcat	kcat		0.05		-	1/s	NADP+;Quinate	H+;3-Dehydroquinate;NADPH	9.0	20.0	[ 100 mM Tris-HCl,  100 mM Tris-HCl]	[unknown, unknown, unknown, unknown, unknown, unknown]	6421	R06846		12637497
SABIO-RK	30236	Escherichia coli	P0A6D5	1.1.1.282	kcat	kcat		0.05		-	1/s	Quinate;NAD+	H+;3-Dehydroquinate;NADH	9.0	20.0	[ 100 mM Tris-HCl,  100 mM Tris-HCl]	[unknown, unknown, unknown, unknown, unknown, unknown]	1936	R01872		12637497
SABIO-RK	30237	Escherichia coli	P0A6D5	1.1.1.282	kcat	kcat		0.05		-	1/s	Quinate;NADP+	3-Dehydroquinate;H+;NADPH	9.0	20.0	[ 100 mM Tris-HCl,  100 mM Tris-HCl]	[unknown, unknown, unknown, unknown, unknown, unknown]	6421	R06846		12637497
SABIO-RK	30625	Escherichia coli	P0AB71	4.1.2.13	kcat	kcat		14.16667		5.833333E-1	1/s	D-Fructose 1,6-bisphosphate	Glycerone phosphate;D-Glyceraldehyde 3-phosphate	8.0	30.0	[ 50 mM Tris-HCl, 0.1 M potassium acetate, 0.6 mM NADH, 100 mg/ml glycerol 3-phosphate dehydrogenase,  50 mM Tris-HCl, 0.1 M potassium acetate, 0.6 mM NADH, 100 mg/ml glycerol 3-phosphate dehydrogenase]	[unknown, unknown, unknown, unknown]	1338	R01068		15531627
SABIO-RK	30790	Escherichia coli	P0A9C5	6.3.1.2	kcat	kcat		50.0		4E0	1/s	ATP;L-Glutamate;NH3	L-Glutamine;ADP;Phosphate	-	-		[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]	760	R00253		7904829
SABIO-RK	30794	Escherichia coli	P0A9C5	6.3.1.2	kcat	kcat		2.0		2E-1	1/s	ATP;NH3;L-Glutamate	ADP;L-Glutamine;Phosphate	-	-		[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]	760	R00253		7904829
SABIO-RK	30943	Escherichia coli	P06715	1.8.1.7	kcat	kcat		60.0		4.333333E1	1/s	H+;NADPH;Oxidized glutathione	NADP+;Reduced glutathione	7.5	30.0	[ 0.1 M potassium phosphate,  0.1 M potassium phosphate]	[unknown, unknown, unknown, unknown, unknown, unknown]	695	R00115	R-GGA-3323079;R-OSA-71682;R-RNO-71682;R-ATH-71682;R-PFA-71682;R-CFA-3323079;R-HSA-3323079;R-GGA-71682;R-SCE-71682;R-BTA-71682;R-PFA-3323079;R-BTA-3323079;R-SSC-3323079;R-SSC-71682;R-ATH-3323079;R-CFA-71682;R-XTR-71682;R-CEL-3323079;R-SPO-71682;R-TGU-3323079;R-DDI-71682;R-XTR-3323079;R-SPO-3323079;R-DDI-3323079;R-MMU-71682;R-CEL-71682;R-TGU-71682;R-DRE-71682;R-OSA-3323079;R-SCE-3323079;R-MMU-3323079;R-HSA-71682;R-RNO-3323079;R-DRE-3323079	2540822
SABIO-RK	30944	Escherichia coli	P06715	1.8.1.7	kcat	kcat		50.0		4.166667E0	1/s	Reduced glutathione;NADP+	H+;NADPH;Oxidized glutathione	7.5	30.0	[ 0.1 M potassium phosphate,  0.1 M potassium phosphate]	[unknown, unknown, unknown, unknown, unknown, unknown]	695	R00115	R-HSA-3323079;R-DRE-3323079;R-OSA-71682;R-RNO-3323079;R-SSC-3323079;R-PFA-71682;R-SPO-71682;R-DDI-3323079;R-MMU-3323079;R-OSA-3323079;R-CEL-3323079;R-XTR-71682;R-DDI-71682;R-XTR-3323079;R-CEL-71682;R-SCE-71682;R-RNO-71682;R-DRE-71682;R-BTA-3323079;R-GGA-71682;R-SCE-3323079;R-BTA-71682;R-ATH-71682;R-PFA-3323079;R-TGU-3323079;R-TGU-71682;R-SSC-71682;R-GGA-3323079;R-CFA-3323079;R-SPO-3323079;R-MMU-71682;R-HSA-71682;R-CFA-71682;R-ATH-3323079	2540822
SABIO-RK	31504	Escherichia coli	P0A840	3.1.3.5	kcat	kcat		3.55		1.6E-1	1/s	4-Nitrophenyl phosphate;H2O	p-Nitrophenol;Phosphate	7.0	37.0	[ 50 mM HEPES-K,  50 mM HEPES-K]	[unknown, unknown, unknown, unknown, unknown, unknown]	2874	R03024		15489502
SABIO-RK	31505	Escherichia coli	P0A840	3.1.3.5	kcat	kcat		4.9		3E-1	1/s	H2O;AMP	Adenosine;Phosphate	7.0	37.0	[ 50 mM HEPES-K,  50 mM HEPES-K]	[unknown, unknown, unknown, unknown, unknown, unknown]	295	R00183		15489502
SABIO-RK	31506	Escherichia coli	P0A840	3.1.3.5	kcat	kcat		11.0		8.7E-1	1/s	GMP;H2O	Phosphate;Guanosine	7.0	37.0	[ 50 mM HEPES-K,  50 mM HEPES-K]	[unknown, unknown, unknown, unknown, unknown, unknown]	186	R01227		15489502
SABIO-RK	443	Escherichia coli	P0A6B4	5.1.1.1	kcat1	kcat		28.33333		1.666667E0	1/s	D-Alanine	L-Alanine	9.1	37.0	[ 100 mM Tricine/NaOH,  100 mM Tricine/NaOH]	[unknown, unknown, unknown]	862	R00401		15796715
SABIO-RK	443	Escherichia coli	P0A6B4	5.1.1.1	kcat2	kcat		27.66667		5E-1	1/s	D-Alanine	L-Alanine	9.1	37.0	[ 100 mM Tricine/NaOH,  100 mM Tricine/NaOH]	[unknown, unknown, unknown]	862	R00401		15796715
SABIO-RK	483	Escherichia coli	P31434	3.2.1	kcat	kcat		0.046		1E-3	1/s	H2O;p-Nitrophenol alpha-D-glucopyranoside	p-Nitrophenol;alpha-D-Glucose	7.0	37.0	[ 0.05 M phosphate, 0.1% bovine serum albumin,  0.05 M phosphate, 0.1% bovine serum albumin]	[unknown, unknown, unknown, unknown, unknown]	6558			15501829
SABIO-RK	484	Escherichia coli	P31434	3.2.1	kcat	kcat		0.13		1E-2	1/s	H2O;p-Nitrophenol alpha-D-xylopyranoside	alpha-D-Xylose;p-Nitrophenol	7.0	37.0	[ 0.05 M phosphate, 0.1% bovine serum albumin,  0.05 M phosphate, 0.1% bovine serum albumin]	[unknown, unknown, unknown, unknown, unknown]	6559			15501829
SABIO-RK	485	Escherichia coli	P31434	3.2.1	kcat	kcat		75.0		3E0	1/s	H2O;alpha-D-Xylopyranosyl fluoride	F-;alpha-D-Xylose	7.0	37.0	[ 0.05 M phosphate, 0.1% bovine serum albumin,  0.05 M phosphate, 0.1% bovine serum albumin]	[unknown, unknown, unknown, unknown, unknown]	6549			15501829
SABIO-RK	3155	Escherichia coli		4.1.2.13	kcat	kcat		0.015		1.333333E-3	1/s	D-Tagatose 1,6-bisphosphate	D-Glyceraldehyde 3-phosphate;Glycerone phosphate	8.0	30.0	[ 50 mM Tris-HCl, 20 mM NADH, Glycerol phosphate dehydrogenase, Triose phosphate isomerase,  50 mM Tris-HCl, 20 mM NADH, Glycerol phosphate dehydrogenase, Triose phosphate isomerase]	[unknown, unknown, unknown, unknown]	1339	R01069		12626743
SABIO-RK	3156	Escherichia coli	Q1R438	4.1.2.40	kcat	kcat		4.666667		1.333333E-1	1/s	D-Tagatose 1,6-bisphosphate	Glycerone phosphate;D-Glyceraldehyde 3-phosphate	8.0	30.0	[ 50 mM Tris-HCl, 20 mM NADH, Glycerol phosphate dehydrogenase, Triose phosphate isomerase,  50 mM Tris-HCl, 20 mM NADH, Glycerol phosphate dehydrogenase, Triose phosphate isomerase]	[unknown, unknown, unknown, unknown]	1339	R01069		12626743
SABIO-RK	3217	Escherichia coli	P21156 P23845 P23845	2.7.7.4	kcat	kcat		2.1		5E-2	1/s	GTP;H2O	Phosphate;GDP	8.0	25.0	[ 1 mM Phosphoenolpyruvate, 0.20 mM NADH, 1.0 mM MgCl2, 50 mM Hepes/K+, 15 units/ml Pyruvate kinase, 5.0 units/ml Lactate dehydrogenase,  1 mM Phosphoenolpyruvate, 0.20 mM NADH, 1.0 mM MgCl2, 50 mM Hepes/K+, 15 units/ml Pyruvate kinase, 5.0 units/ml Lactate dehydrogenase]	[unknown, unknown, unknown, unknown, unknown, unknown]	816	R00335		14506286
SABIO-RK	3222	Escherichia coli	P21156 P23845 P23845	2.7.7.4	kcat	kcat		0.33		8E-3	1/s	H2O;GTP	Phosphate;GDP	8.0	25.0	[ 1 mM Phosphoenolpyruvate, 0.20 mM NADH, 0.7 mM MgCl2, 50 mM Hepes/K+, 15 units/ml Pyruvate kinase, 5.0 units/ml Lactate dehydrogenase,  1 mM Phosphoenolpyruvate, 0.20 mM NADH, 0.7 mM MgCl2, 50 mM Hepes/K+, 15 units/ml Pyruvate kinase, 5.0 units/ml Lactate dehydrogenase]	[unknown, unknown, unknown, unknown, unknown, unknown]	816	R00335		14506286
